split,qid,n_images,total_visual_tokens,per_image_tokens
test,1354,1,120,120
test,1355,1,16,16
test,1356,1,16,16
test,1357,1,132,132
test,1358,1,16,16
test,1359,1,16,16
test,1360,1,108,108
test,1361,1,770,770
test,1362,1,16,16
test,1363,1,1357,1357
test,1364,1,192,192
test,1365,1,192,192
test,1366,1,108,108
test,1367,1,192,192
test,1368,1,16,16
test,1369,1,625,625
test,1370,1,16,16
test,1371,1,192,192
test,1372,1,192,192
test,1373,1,16,16
test,1374,1,120,120
test,1375,1,16,16
test,1376,1,16,16
test,1377,1,16,16
test,1378,1,108,108
test,1379,1,108,108
test,1380,0,0,
test,1381,1,40,40
test,1382,1,16,16
test,1383,1,192,192
test,1384,1,192,192
test,1385,1,108,108
test,1386,1,208,208
test,1387,0,0,
test,1388,1,108,108
test,1389,1,108,108
test,1390,1,120,120
test,1391,1,132,132
test,1392,1,16,16
test,1393,1,192,192
test,1394,1,224,224
test,1395,1,240,240
test,1396,1,108,108
test,1397,1,528,528
test,1398,1,529,529
test,1399,1,144,144
test,1400,1,16,16
test,1401,1,144,144
test,1402,1,192,192
test,1403,1,120,120
test,1404,1,256,256
test,1405,1,120,120
test,1406,1,16,16
test,1407,1,16,16
test,1408,1,192,192
test,1409,0,0,
test,1410,1,16,16
test,1411,1,144,144
test,1412,1,16,16
test,1413,1,570,570
test,1414,1,120,120
test,1415,1,16,16
test,1416,1,108,108
test,1417,1,208,208
test,1418,1,264,264
test,1419,1,120,120
test,1420,1,108,108
test,1421,1,192,192
test,1422,1,525,525
test,1423,1,16,16
test,1424,1,16,16
test,1425,1,16,16
test,1426,1,16,16
test,1427,1,192,192
test,1428,1,16,16
test,1429,1,108,108
test,1430,1,192,192
test,1431,1,256,256
test,1432,1,108,108
test,1433,1,120,120
test,1434,1,630,630
test,1435,1,108,108
test,1436,1,99,99
test,1437,1,192,192
test,1438,1,16,16
test,1439,1,108,108
test,1440,1,16,16
test,1441,1,144,144
test,1442,1,108,108
test,1443,1,120,120
test,1444,1,16,16
test,1445,1,16,16
test,1446,1,476,476
test,1447,1,16,16
test,1448,1,144,144
test,1449,1,192,192
test,1450,1,1419,1419
test,1451,1,144,144
test,1452,1,192,192
test,1453,1,132,132
test,1454,1,132,132
test,1455,1,108,108
test,1456,1,16,16
test,1457,1,192,192
test,1458,1,16,16
test,1459,1,120,120
test,1460,1,192,192
test,1461,1,144,144
test,1462,1,42,42
test,1463,1,120,120
test,1464,1,192,192
test,1465,0,0,
test,1466,1,16,16
test,1467,1,16,16
test,1468,1,961,961
test,1469,1,304,304
test,1470,1,192,192
test,1471,1,680,680
test,1472,1,16,16
test,1473,1,525,525
test,1474,1,16,16
test,1475,1,96,96
test,1476,1,108,108
test,1477,1,256,256
test,1478,1,16,16
test,1479,1,16,16
test,1480,1,120,120
test,1481,1,256,256
test,1482,1,120,120
test,1483,1,16,16
test,1484,1,144,144
test,1485,1,160,160
test,1486,0,0,
test,1487,1,16,16
test,1488,1,192,192
test,1489,0,0,
test,1490,1,16,16
test,1491,1,264,264
test,1492,1,280,280
test,1493,1,144,144
test,1494,1,16,16
test,1495,0,0,
test,1496,1,120,120
test,1497,1,108,108
test,1498,1,16,16
test,1499,0,0,
test,1500,1,108,108
test,1501,1,484,484
test,1502,1,288,288
test,1503,1,40,40
test,1504,1,288,288
test,1505,1,192,192
test,1506,1,280,280
test,1507,1,16,16
test,1508,1,108,108
test,1509,1,525,525
test,1510,1,1056,1056
test,1511,1,144,144
test,1512,0,0,
test,1513,1,16,16
test,1514,1,16,16
test,1515,1,304,304
test,1516,1,16,16
test,1517,1,192,192
test,1518,0,0,
test,1519,1,352,352
test,1520,1,120,120
test,1521,1,108,108
test,1522,1,1428,1428
test,1523,1,256,256
test,1524,1,192,192
test,1525,1,120,120
test,1526,1,49,49
test,1527,1,108,108
test,1528,1,16,16
test,1529,1,16,16
test,1530,1,16,16
test,1531,1,16,16
test,1532,1,16,16
test,1533,1,12,12
test,1534,1,756,756
test,1535,1,20,20
test,1536,1,16,16
test,1537,1,16,16
test,1538,1,665,665
test,1539,1,192,192
test,1540,1,192,192
test,1541,1,756,756
test,1542,1,144,144
test,1543,1,108,108
test,1544,1,1440,1440
test,1545,1,16,16
test,1546,1,651,651
test,1547,1,160,160
test,1548,1,144,144
test,1549,1,24,24
test,1550,1,192,192
test,1551,1,16,16
test,1552,1,525,525
test,1553,1,108,108
test,1554,1,528,528
test,1555,1,16,16
test,1556,1,16,16
test,1557,0,0,
test,1558,1,630,630
test,1559,1,1430,1430
test,1560,1,525,525
test,1561,1,16,16
test,1562,1,16,16
test,1563,1,665,665
test,1564,1,16,16
test,1565,1,143,143
test,1566,1,525,525
test,1567,1,368,368
test,1568,1,240,240
test,1569,1,96,96
test,1570,1,665,665
test,1571,1,192,192
test,1572,1,256,256
test,1573,1,770,770
test,1574,1,84,84
test,1575,1,16,16
test,1576,1,713,713
test,1577,1,1288,1288
test,1578,1,16,16
test,1579,1,224,224
test,1580,1,256,256
test,1581,1,368,368
test,1582,1,609,609
test,1583,1,104,104
test,1584,1,108,108
test,1585,1,16,16
test,1586,1,192,192
test,1587,1,160,160
test,1588,1,132,132
test,1589,1,192,192
test,1590,1,224,224
test,1591,1,108,108
test,1592,1,192,192
test,1593,1,144,144
test,1594,4,512,96|112|160|144
test,1595,1,120,120
test,1596,1,24,24
test,1597,5,1411,153|442|528|128|160
test,1598,1,192,192
test,1599,1,144,144
test,1600,1,108,108
test,1601,1,144,144
test,1602,1,16,16
test,1603,1,525,525
test,1604,1,108,108
test,1605,1,108,108
test,1606,1,16,16
test,1607,1,525,525
test,1608,1,256,256
test,1609,1,304,304
test,1610,1,16,16
test,1611,1,108,108
test,1612,1,16,16
test,1613,1,16,16
test,1614,1,1404,1404
test,1615,1,108,108
test,1616,1,266,266
test,1617,1,108,108
test,1618,1,256,256
test,1619,0,0,
test,1620,1,24,24
test,1621,1,132,132
test,1622,1,16,16
test,1623,1,240,240
test,1624,1,192,192
test,1625,1,192,192
test,1626,1,16,16
test,1627,1,380,380
test,1628,1,256,256
test,1629,1,192,192
test,1630,1,16,16
test,1631,1,238,238
test,1632,1,192,192
test,1633,1,850,850
test,1634,1,16,16
test,1635,0,0,
test,1636,1,16,16
test,1637,1,280,280
test,1638,1,108,108
test,1639,1,16,16
test,1640,1,16,16
test,1641,1,36,36
test,1642,1,108,108
test,1643,1,192,192
test,1644,1,16,16
test,1645,1,192,192
test,1646,1,16,16
test,1647,1,24,24
test,1648,1,16,16
test,1649,1,286,286
test,1650,1,16,16
test,1651,1,117,117
test,1652,1,81,81
test,1653,1,210,210
test,1654,1,56,56
test,1655,1,256,256
test,1656,1,396,396
test,1657,1,108,108
test,1658,1,16,16
test,1659,1,192,192
test,1660,1,108,108
test,1661,1,240,240
test,1662,1,16,16
test,1663,1,368,368
test,1664,1,120,120
test,1665,1,144,144
test,1666,1,96,96
test,1667,1,192,192
test,1668,1,224,224
test,1669,1,286,286
test,1670,1,532,532
test,1671,1,108,108
test,1672,1,168,168
test,1673,1,108,108
test,1674,1,108,108
test,1675,1,24,24
test,1676,1,714,714
test,1677,1,525,525
test,1678,1,108,108
test,1679,1,224,224
test,1680,1,176,176
test,1681,1,16,16
test,1682,1,16,16
test,1683,1,16,16
test,1684,1,16,16
test,1685,1,108,108
test,1686,1,224,224
test,1687,1,144,144
test,1688,1,49,49
test,1689,1,132,132
test,1690,1,16,16
test,1691,1,525,525
test,1692,0,0,
test,1693,1,280,280
test,1694,1,16,16
test,1695,0,0,
test,1696,1,525,525
test,1697,1,16,16
test,1698,1,16,16
test,1699,1,16,16
test,1700,1,108,108
test,1701,1,120,120
test,1702,1,558,558
test,1703,1,288,288
test,1704,1,16,16
test,1705,1,256,256
test,1706,1,120,120
test,1707,1,189,189
test,1708,1,16,16
test,1709,1,108,108
test,1710,1,192,192
test,1711,1,192,192
test,1712,1,16,16
test,1713,1,192,192
test,1714,1,16,16
test,1715,1,108,108
test,1716,1,16,16
test,1717,1,16,16
test,1718,1,16,16
test,1719,1,925,925
test,1720,1,256,256
test,1721,1,108,108
test,1722,1,192,192
test,1723,0,0,
test,1724,1,108,108
test,1725,1,16,16
test,1726,1,16,16
test,1727,1,208,208
test,1728,1,144,144
test,1729,1,16,16
test,1730,1,108,108
test,1731,1,189,189
test,1732,1,560,560
test,1733,1,144,144
test,1734,1,120,120
test,1735,1,16,16
test,1736,1,16,16
test,1737,1,192,192
test,1738,1,208,208
test,1739,1,16,16
test,1740,1,308,308
test,1741,1,16,16
test,1742,1,224,224
test,1743,1,208,208
test,1744,1,16,16
test,1745,1,192,192
test,1746,1,440,440
test,1747,1,108,108
test,1748,1,1392,1392
test,1749,1,16,16
test,1750,1,16,16
test,1751,1,16,16
test,1752,1,208,208
test,1753,1,16,16
test,1754,1,192,192
test,1755,1,286,286
test,1756,4,1030,208|98|112|612
test,1757,1,665,665
test,1758,1,224,224
test,1759,1,160,160
test,1760,1,132,132
test,1761,1,266,266
test,1762,1,81,81
test,1763,1,192,192
test,1764,1,16,16
test,1765,1,192,192
test,1766,1,108,108
test,1767,1,16,16
test,1768,1,525,525
test,1769,1,192,192
test,1770,1,192,192
test,1771,1,16,16
test,1772,1,525,525
test,1773,1,16,16
test,1774,1,80,80
test,1775,1,16,16
test,1776,1,108,108
test,1777,1,192,192
test,1778,1,55,55
test,1779,1,192,192
test,1780,1,192,192
test,1781,1,108,108
test,1782,1,272,272
test,1783,1,16,16
test,1784,1,192,192
test,1785,1,192,192
test,1786,1,192,192
test,1787,1,224,224
test,1788,1,456,456
test,1789,1,16,16
test,1790,1,208,208
test,1791,1,192,192
test,1792,1,16,16
test,1793,1,108,108
test,1794,1,192,192
test,1795,1,160,160
test,1796,1,192,192
test,1797,1,525,525
test,1798,1,120,120
test,1799,1,108,108
test,1800,1,16,16
test,1801,1,192,192
test,1802,1,108,108
test,1803,1,238,238
test,1804,1,42,42
test,1805,1,798,798
test,1806,0,0,
test,1807,1,16,16
test,1808,1,147,147
test,1809,1,16,16
test,1810,1,192,192
test,1811,1,16,16
test,1812,1,16,16
test,1813,1,108,108
test,1814,0,0,
test,1815,1,651,651
test,1816,1,42,42
test,1817,1,280,280
test,1818,0,0,
test,1819,1,108,108
test,1820,1,192,192
test,1821,1,1156,1156
test,1822,1,224,224
test,1823,1,1426,1426
test,1824,1,192,192
test,1825,1,525,525
test,1826,1,108,108
test,1827,1,192,192
test,1828,1,224,224
test,1829,1,1443,1443
test,1830,1,16,16
test,1831,5,1732,352|352|192|462|374
test,1832,1,240,240
test,1833,1,70,70
test,1834,1,16,16
test,1835,0,0,
test,1836,1,176,176
test,1837,1,42,42
test,1838,1,132,132
test,1839,1,16,16
test,1840,1,770,770
test,1841,0,0,
test,1842,1,286,286
test,1843,1,1400,1400
test,1844,1,208,208
test,1845,1,16,16
test,1846,1,192,192
test,1847,1,16,16
test,1848,1,384,384
test,1849,0,0,
test,1850,1,672,672
test,1851,1,108,108
test,1852,1,289,289
test,1853,1,16,16
test,1854,1,304,304
test,1855,1,120,120
test,1856,1,12,12
test,1857,1,16,16
test,1858,1,192,192
test,1859,1,256,256
test,1860,1,20,20
test,1861,1,595,595
test,1862,1,594,594
test,1863,1,16,16
test,1864,1,144,144
test,1865,1,168,168
test,1866,1,272,272
test,1867,0,0,
test,1868,1,49,49
test,1869,1,16,16
test,1870,1,144,144
test,1871,1,108,108
test,1872,1,231,231
test,1873,1,16,16
test,1874,1,525,525
test,1875,1,16,16
test,1876,1,16,16
test,1877,0,0,
test,1878,1,240,240
test,1879,1,224,224
test,1880,1,54,54
test,1881,1,16,16
test,1882,1,980,980
test,1883,1,108,108
test,1884,0,0,
test,1885,1,525,525
test,1886,1,648,648
test,1887,1,208,208
test,1888,0,0,
test,1889,1,16,16
test,1890,1,240,240
test,1891,1,665,665
test,1892,1,16,16
test,1893,1,192,192
test,1894,1,108,108
test,1895,0,0,
test,1896,1,16,16
test,1897,1,192,192
test,1898,1,192,192
test,1899,1,16,16
test,1900,1,16,16
test,1901,1,720,720
test,1902,1,240,240
test,1903,1,192,192
test,1904,1,144,144
test,1905,1,16,16
test,1906,1,16,16
test,1907,1,108,108
test,1908,1,144,144
test,1909,1,16,16
test,1910,1,16,16
test,1911,1,16,16
test,1912,1,108,108
test,1913,1,256,256
test,1914,1,108,108
test,1915,1,160,160
test,1916,1,192,192
test,1917,1,192,192
test,1918,1,16,16
test,1919,1,16,16
test,1920,1,108,108
test,1921,1,108,108
test,1922,1,108,108
test,1923,1,16,16
test,1924,1,224,224
test,1925,1,308,308
test,1926,1,108,108
test,1927,1,16,16
test,1928,1,224,224
test,1929,1,108,108
test,1930,1,144,144
test,1931,1,192,192
test,1932,3,1458,486|486|486
test,1933,1,90,90
test,1934,1,621,621
test,1935,1,16,16
test,1936,1,16,16
test,1937,1,320,320
test,1938,1,120,120
test,1939,1,840,840
test,1940,1,108,108
test,1941,5,512,96|96|96|128|96
test,1942,1,144,144
test,1943,1,108,108
test,1944,1,16,16
test,1945,1,16,16
test,1946,1,160,160
test,1947,1,16,16
test,1948,1,16,16
test,1949,1,160,160
test,1950,1,16,16
test,1951,1,120,120
test,1952,1,108,108
test,1953,1,160,160
test,1954,1,16,16
test,1955,1,16,16
test,1956,1,16,16
test,1957,1,192,192
test,1958,1,280,280
test,1959,1,189,189
test,1960,1,280,280
test,1961,1,144,144
test,1962,1,16,16
test,1963,1,112,112
test,1964,1,192,192
test,1965,1,16,16
test,1966,1,525,525
test,1967,1,192,192
test,1968,1,525,525
test,1969,1,240,240
test,1970,1,16,16
test,1971,1,16,16
test,1972,1,16,16
test,1973,1,16,16
test,1974,1,192,192
test,1975,1,256,256
test,1976,1,192,192
test,1977,1,16,16
test,1978,1,108,108
test,1979,1,192,192
test,1980,1,16,16
test,1981,1,208,208
test,1982,1,120,120
test,1983,1,192,192
test,1984,1,208,208
test,1985,1,108,108
test,1986,1,16,16
test,1987,0,0,
test,1988,1,108,108
test,1989,1,16,16
test,1990,0,0,
test,1991,1,108,108
test,1992,1,16,16
test,1993,1,16,16
test,1994,1,192,192
test,1995,1,160,160
test,1996,1,1440,1440
test,1997,1,192,192
test,1998,1,16,16
test,1999,1,192,192
test,2000,1,192,192
test,2001,1,120,120
test,2002,1,192,192
test,2003,1,558,558
test,2004,1,224,224
test,2005,1,1400,1400
test,2006,1,16,16
test,2007,1,16,16
test,2008,1,525,525
test,2009,1,16,16
test,2010,1,560,560
test,2011,0,0,
test,2012,1,108,108
test,2013,1,16,16
test,2014,0,0,
test,2015,1,625,625
test,2016,1,126,126
test,2017,1,665,665
test,2018,1,289,289
test,2019,1,16,16
test,2020,1,192,192
test,2021,5,688,128|128|160|160|112
test,2022,1,255,255
test,2023,1,768,768
test,2024,1,16,16
test,2025,1,396,396
test,2026,1,108,108
test,2027,1,224,224
test,2028,1,525,525
test,2029,1,96,96
test,2030,1,1056,1056
test,2031,1,1426,1426
test,2032,1,108,108
test,2033,1,560,560
test,2034,1,16,16
test,2035,1,192,192
test,2036,1,108,108
test,2037,1,108,108
test,2038,1,525,525
test,2039,1,16,16
test,2040,1,240,240
test,2041,1,192,192
test,2042,4,752,192|176|192|192
test,2043,1,280,280
test,2044,1,525,525
test,2045,1,208,208
test,2046,1,144,144
test,2047,1,192,192
test,2048,1,16,16
test,2049,1,108,108
test,2050,1,192,192
test,2051,1,16,16
test,2052,1,192,192
test,2053,1,108,108
test,2054,1,192,192
test,2055,1,665,665
test,2056,1,120,120
test,2057,1,117,117
test,2058,1,16,16
test,2059,1,16,16
test,2060,1,132,132
test,2061,1,304,304
test,2062,1,144,144
test,2063,1,266,266
test,2064,1,108,108
test,2065,1,192,192
test,2066,1,16,16
test,2067,1,216,216
test,2068,1,256,256
test,2069,1,418,418
test,2070,1,108,108
test,2071,1,24,24
test,2072,1,304,304
test,2073,1,16,16
test,2074,1,16,16
test,2075,0,0,
test,2076,1,16,16
test,2077,1,1421,1421
test,2078,1,420,420
test,2079,1,16,16
test,2080,1,238,238
test,2081,1,1456,1456
test,2082,0,0,
test,2083,0,0,
test,2084,1,336,336
test,2085,1,840,840
test,2086,1,108,108
test,2087,1,16,16
test,2088,1,208,208
test,2089,1,108,108
test,2090,1,192,192
test,2091,1,16,16
test,2092,1,16,16
test,2093,1,455,455
test,2094,1,16,16
test,2095,1,108,108
test,2096,1,16,16
test,2097,1,192,192
test,2098,1,108,108
test,2099,1,16,16
test,2100,1,224,224
test,2101,1,16,16
test,2102,1,16,16
test,2103,1,192,192
test,2104,0,0,
test,2105,1,525,525
test,2106,1,192,192
test,2107,1,192,192
test,2108,1,16,16
test,2109,1,144,144
test,2110,1,704,704
test,2111,1,192,192
test,2112,1,360,360
test,2113,1,238,238
test,2114,1,108,108
test,2115,1,208,208
test,2116,1,525,525
test,2117,1,525,525
test,2118,1,108,108
test,2119,1,240,240
test,2120,1,16,16
test,2121,1,1443,1443
test,2122,1,1196,1196
test,2123,1,224,224
test,2124,1,525,525
test,2125,1,108,108
test,2126,1,16,16
test,2127,1,525,525
test,2128,1,16,16
test,2129,1,144,144
test,2130,1,16,16
test,2131,1,224,224
test,2132,1,16,16
test,2133,1,320,320
test,2134,1,132,132
test,2135,0,0,
test,2136,1,192,192
test,2137,0,0,
test,2138,1,16,16
test,2139,1,256,256
test,2140,0,0,
test,2141,1,96,96
test,2142,1,765,765
test,2143,1,192,192
test,2144,1,525,525
test,2145,1,192,192
test,2146,1,1357,1357
test,2147,1,16,16
test,2148,1,264,264
test,2149,0,0,
test,2150,1,16,16
test,2151,1,56,56
test,2152,1,192,192
test,2153,1,256,256
test,2154,1,16,16
test,2155,1,16,16
test,2156,1,132,132
test,2157,0,0,
test,2158,1,525,525
test,2159,1,16,16
test,2160,1,665,665
test,2161,1,224,224
test,2162,1,16,16
test,2163,0,0,
test,2164,1,24,24
test,2165,1,558,558
test,2166,1,289,289
test,2167,1,1056,1056
test,2168,1,132,132
test,2169,1,525,525
test,2170,1,171,171
test,2171,1,120,120
test,2172,1,108,108
test,2173,0,0,
test,2174,1,208,208
test,2175,1,525,525
test,2176,1,1435,1435
test,2177,1,120,120
test,2178,1,120,120
test,2179,1,16,16
test,2180,1,132,132
test,2181,1,1160,1160
test,2182,0,0,
test,2183,1,192,192
test,2184,1,1452,1452
test,2185,0,0,
test,2186,1,108,108
test,2187,1,144,144
test,2188,1,286,286
test,2189,1,192,192
test,2190,1,525,525
test,2191,1,16,16
test,2192,1,240,240
test,2193,1,132,132
test,2194,1,16,16
test,2195,1,108,108
test,2196,1,192,192
test,2197,1,135,135
test,2198,1,289,289
test,2199,1,323,323
test,2200,1,108,108
test,2201,1,16,16
test,2202,1,192,192
test,2203,1,16,16
test,2204,1,208,208
test,2205,1,16,16
test,2206,1,192,192
test,2207,1,64,64
test,2208,1,384,384
test,2209,1,108,108
test,2210,1,242,242
test,2211,1,16,16
test,2212,1,770,770
test,2213,1,120,120
test,2214,1,16,16
test,2215,1,192,192
test,2216,1,304,304
test,2217,1,192,192
test,2218,0,0,
test,2219,1,108,108
test,2220,1,560,560
test,2221,1,16,16
test,2222,1,96,96
test,2223,1,400,400
test,2224,1,16,16
test,2225,1,192,192
test,2226,1,304,304
test,2227,1,16,16
test,2228,1,665,665
test,2229,1,24,24
test,2230,1,192,192
test,2231,1,665,665
test,2232,1,16,16
test,2233,1,192,192
test,2234,1,108,108
test,2235,1,224,224
test,2236,1,672,672
test,2237,1,35,35
test,2238,1,108,108
test,2239,0,0,
test,2240,1,192,192
test,2241,1,320,320
test,2242,1,256,256
test,2243,1,693,693
test,2244,1,256,256
test,2245,1,144,144
test,2246,1,266,266
test,2247,1,36,36
test,2248,1,144,144
test,2249,1,1444,1444
test,2250,1,120,120
test,2251,1,192,192
test,2252,1,12,12
test,2253,1,16,16
test,2254,1,96,96
test,2255,1,16,16
test,2256,1,132,132
test,2257,1,16,16
test,2258,1,192,192
test,2259,1,192,192
test,2260,1,192,192
test,2261,1,108,108
test,2262,1,16,16
test,2263,1,144,144
test,2264,1,16,16
test,2265,1,16,16
test,2266,1,192,192
test,2267,1,108,108
test,2268,1,16,16
test,2269,1,108,108
test,2270,0,0,
test,2271,1,168,168
test,2272,1,208,208
test,2273,1,120,120
test,2274,0,0,
test,2275,1,192,192
